交银理财稳享灵动慧利6个月4号	JY020251	2022-03-14	2022-03-21	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000922000062	2099-12-31（期限：28408天）	3.00%至3.90%
招银理财招睿智远她享两年封闭2A	107752A	2022-03-08	2022-03-14	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000048	2024-03-15（期限：2年）	5.10%至7.60%
兴银理财灵动28号年年升A	XY020310	2022-03-08	2022-03-15	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002021000017	2099-12-31（期限：28414天）	3.00%至6.50%
招银理财招睿鑫远生金十四月开5S	118905S	2022-03-07	2022-03-10	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000049	2032-03-11（期限：10年）	4.10%至4.90%
招银理财招睿鑫远生金十四月开5A	118905A	2022-03-07	2022-03-10	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000049	2032-03-11（期限：10年）	4.00%至4.80%
招银理财颐养丰润进取一年开8A	100308A	2022-03-02	2022-03-08	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000045	2032-03-09（期限：10年）	3.80%至4.50%
中银理财-悦享(180天持有期)	ZY040203	2022-02-28	2022-03-04	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001021000876	2121-03-07（期限：99年）	3.00%至4.00%
招银理财招睿睿远稳进三年5C	103565C	2022-02-25	2022-03-03	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000041	2025-03-04（期限：3年）	4.85%至6.00%
招银理财招睿睿远稳进三年5A	103565A	2022-02-25	2022-03-03	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000041	2025-03-04（期限：3年）	5.50%至6.65%
光大理财阳光金13M丰利8期	GD010204	2022-02-25	2022-03-07	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001422000013	2023-04-10（期限：398天）	4.25%
交银理财稳享精选资产1年202201	JY020250	2022-02-23	2022-03-01	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000922000032	2099-12-31（期限：28428天）	4.10%
信银理财全盈象固收稳健年开8号G	ZX020219	2022-02-23	2022-03-02	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000892	2099-12-31（期限：28427天）	4.30%
信银理财全盈象固收稳健年开8号B	ZX020218	2022-02-23	2022-03-02	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000892	2099-12-31（期限：28427天）	4.20%
招银理财招睿金鼎十四月封闭10A	107910A	2022-02-22	2022-02-28	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001621000420	2023-05-08（期限：433天）	4.05%
兴银理财兴动多策略封闭式2号	XY010202	2022-02-22	2022-02-28	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002022000061	2023-03-07（期限：371天）	0.01%至5.90%
建信理财嘉鑫15个月定开第3期	JX020212	2022-02-22	2022-03-01	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000722000367	2099-12-31（期限：28428天）	4.30%
招银理财睿远平衡全球消费周开1号	105100	2022-02-21	2022-02-24	R3(稳健型)	柜台|可视柜台|网银专业版|网银大众版|电话人工|电话语音|企业网银|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000036	2032-02-25（期限：10年）	
交银理财稳享灵动慧利14个月7号	JY020249	2022-02-21	2022-03-01	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000922000008	2099-12-31（期限：28428天）	4.20%
农银理财农银安心半年开放第4期	NY020207	2022-02-21	2022-02-28	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001122000018	2032-03-01（期限：3653天）	3.20%至4.00%
招银理财招智睿远平衡四十七期A	103241A	2022-02-18	2022-02-24	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000038	2024-02-25（期限：2年）	4.00%至7.50%
招银理财颐养丰润进取一年开7A	100307A	2022-02-18	2022-02-24	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000039	2032-02-25（期限：10年）	3.80%至4.50%
稳富增强（2年封闭式）45期	ZY010302	2022-02-17	2022-02-25	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001022000069	2024-03-28（期限：759天）	4.50%至6.00%
中银理财-稳富（1年封闭式）01期	ZY010216	2022-02-17	2022-02-24	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001022000006	2023-03-27（期限：395天）	4.10%
兴银理财ESG悦动7号B	XY020231	2022-02-17	2022-02-22	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002022000038	2030-12-31（期限：3233天）	3.60%至5.00%
华夏理财固收纯债一年定开6号B	HX020204	2022-02-17	2022-02-24	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7003921000486	2100-02-25（期限：78年）	4.20%
招银理财招卓专精特新	103804	2022-02-15	2022-02-21	R5(激进型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000033	2032-02-22（期限：10年）	
建信理财睿鑫固收2022年第110期	JX010306	2022-02-15	2022-02-21	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000722000174	2024-04-19（期限：787天）	5.00%至7.50%
招银理财招睿智远她享两年封闭1C	107751C	2022-02-14	2022-02-21	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000027	2024-02-22（期限：2年）	4.00%至6.00%
招银理财招睿智远她享两年封闭1A	107751A	2022-02-14	2022-02-21	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000027	2024-02-22（期限：2年）	4.30%至6.30%
招银理财招睿鑫远生金十四月开4A	118904A	2022-02-14	2022-02-17	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000031	2032-02-18（期限：10年）	4.00%至4.80%
招银理财招睿颐养丰润七月封闭1A	100071A	2022-02-11	2022-02-17	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000030	2022-09-28（期限：222天）	3.40%
招银理财招睿增利A款42号B	660042B	2022-02-10	2022-02-16	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000368	2024-03-17（期限：25月）	4.70%
招银理财招睿增利A款42号A	660042A	2022-02-10	2022-02-16	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000368	2024-03-17（期限：25月）	4.95%
招银理财招睿智远未来三年封闭6C	107706C	2022-02-10	2022-02-16	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000024	2025-02-17（期限：3年）	4.80%至6.30%
招银理财招睿智远未来三年封闭6A	107706A	2022-02-10	2022-02-16	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000024	2025-02-17（期限：3年）	5.10%至6.60%
建信理财睿鑫18个月定开第3期	JX020211	2022-02-10	2022-02-16	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000721000824	2099-12-31（期限：28441天）	4.45%
建信理财嘉鑫固收2022年第25期	JX010240	2022-02-08	2022-02-14	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000721000938	2024-03-26（期限：770天）	5.00%
招银理财招睿金鼎十四月封闭9A	107909A	2022-02-07	2022-02-14	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000419	2023-04-15（期限：14月）	4.35%
中银理财-悦享(90天持有期)	ZY040202	2022-02-07	2022-02-07	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001021000879	2121-02-08（期限：99年）	2.80%至3.80%
兴银理财兴动多策略封闭式1号	XY010201	2022-01-29	2022-02-09	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002022000056	2023-02-17（期限：372天）	0.30%至5.48%
招银理财招睿卓远稳进两年开13C	103743C	2022-01-28	2022-02-10	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000409	2032-02-11（期限：10年）	4.00%至6.00%
招银理财招睿卓远稳进两年开13A	103743A	2022-01-28	2022-02-10	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000409	2032-02-11（期限：10年）	4.40%至6.40%
招银理财招智睿远平衡四十六期A	103238A	2022-01-28	2022-02-09	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000009	2025-02-10（期限：3年）	4.50%至8.50%
交银理财精选资产1年定开202116	JY020247	2022-01-28	2022-02-09	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000921000385	2099-12-31（期限：28448天）	4.10%
招银理财睿远平衡500增强3A	105004A	2022-01-27	2022-02-07	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000020	2023-08-08（期限：18月）	
招银理财睿远平衡500增强3C	105004C	2022-01-27	2022-02-07	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000020	2023-08-08（期限：18月）	
招银理财招睿颐养丰润三年封闭4C	100234C	2022-01-27	2022-02-08	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000023	2025-02-09（期限：3年）	5.00%
招银理财招睿颐养丰润三年封闭4A	100234A	2022-01-27	2022-02-08	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000023	2025-02-09（期限：3年）	5.30%
招银理财招睿港币增利一年封闭4J-钞	662104J	2022-01-27	2022-02-09	R2(谨慎型)	网银专业版|网银大众版|手机	全行	Z7001621000422	2023-02-10（期限：1年）	0.35%至0.85%
招银理财招睿港币增利一年封闭4A-汇	662104A	2022-01-27	2022-02-09	R2(谨慎型)	网银专业版|网银大众版|手机	全行	Z7001621000422	2023-02-10（期限：1年）	0.35%至0.85%
招银理财招睿睿远稳进两年封闭2号	103572	2022-01-26	2022-02-07	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000018	2024-02-05（期限：727天）	4.80%至7.00%
招银理财睿远平衡尊享1期30月C	PB13239C	2022-01-25	2022-02-08	R3(稳健型)	托管网银	全行	Z7001622000021	2024-08-09（期限：30月）	5.00%至8.50%
招银理财睿远平衡尊享1期30月A	PB13239A	2022-01-25	2022-02-08	R3(稳健型)	柜台|可视柜台|网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001622000021	2024-08-09（期限：30月）	5.00%至8.50%
招银理财招睿活钱管家添金1号	100900	2022-01-25	2022-01-27	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000016	2032-01-28（期限：10年）	2.90%至3.30%
招银理财招睿美元金葵一年开8J-钞	2114J	2022-01-24	2022-02-07	R2(谨慎型)	网银专业版|网银大众版|手机	全行	Z7001622000019	2032-02-08（期限：10年）	1.00%至1.80%
招银理财招睿美元金葵一年开8-汇	2114	2022-01-24	2022-02-07	R2(谨慎型)	网银专业版|网银大众版|手机	全行	Z7001622000019	2032-02-08（期限：10年）	1.00%至1.80%
交银理财灵动慧利14个月6号	JY020246	2022-01-24	2022-02-08	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000922000007	2099-12-31（期限：28449天）	4.20%
招银理财颐养丰润十四月封闭15A	100415A	2022-01-24	2022-01-27	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000298	2023-03-28（期限：14月）	4.35%
招银理财招睿青葵一年开005A	301083A	2022-01-21	2022-01-29	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000017	2032-01-30（期限：10年）	4.15%
招银理财招睿合益2号两年封闭C	103902C	2022-01-20	2022-01-26	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000014	2024-02-05（期限：739天）	4.20%至7.20%
招银理财招睿合益2号两年封闭A	103902A	2022-01-20	2022-01-26	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000014	2024-02-05（期限：739天）	4.50%至7.50%
兴银理财ESG悦动6号B	XY020229	2022-01-20	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002022000008	2030-12-31（期限：3261天）	3.80%至4.80%
睿远稳进尊享传承1C	PB13581C(代销)	2022-01-20	2022-01-26	R3(稳健型)	网上|手机	全行	Z7001622000013	2032-01-27（期限：3652天）	
睿远稳进尊享传承1A	PB13581A(代销)	2022-01-20	2022-01-26	R3(稳健型)	网上|手机|PAD	全行	Z7001622000013	2032-01-27（期限：3652天）	
华夏理财固收纯债一年定开4号B	HX020203	2022-01-20	2022-01-27	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7003921000468	2100-01-28（期限：78年）	4.20%
招银理财招睿金鼎两年封闭1C	107921C	2022-01-19	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000007	2024-01-26（期限：2年）	4.70%
招银理财招睿金鼎两年封闭1A	107921A	2022-01-19	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000007	2024-01-26（期限：2年）	4.95%
招银理财FOF·ESG360天持有	100754	2022-01-19	2022-01-24	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|托管网银	全行	Z7001622000008	2042-01-25（期限：20年）	
信银理财同盈象固收稳健半年定开38号	ZX020217	2022-01-19	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002622000007	2099-12-31（期限：28463天）	3.40%至4.00%
建信理财嘉鑫15个月定开第2期	JX020210	2022-01-18	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000721000895	2099-12-31（期限：28463天）	4.30%
招银理财招睿睿远稳进两年封闭1号	103571	2022-01-18	2022-01-24	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000015	2024-01-25（期限：2年）	4.80%至7.00%
招银理财招睿鑫远生金十四月开3S	118903S	2022-01-17	2022-01-20	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000012	2032-01-21（期限：10年）	4.00%至5.00%
招银理财招睿鑫远生金十四月开3A	118903A	2022-01-17	2022-01-20	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000012	2032-01-21（期限：10年）	3.90%至4.90%
农银理财农银匠心一年半开放第1期	NY020206	2022-01-17	2022-01-25	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001122000007	2031-01-23（期限：3284天）	4.45%
招银理财睿远稳进三个月持有期	103555	2022-01-17	2022-01-20	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000011	2032-01-21（期限：10年）	
招银理财全球动量两年开12C	122021C	2022-01-14	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000391	2032-01-21（期限：10年）	0.60%至9.00%
招银理财全球动量两年开12A	122021A	2022-01-14	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000391	2032-01-21（期限：10年）	1.20%至9.60%
招银理财混合策略FOF传承1号C	PB10765C	2022-01-14	2022-01-20	R3(稳健型)	托管网银	全行	Z7001622000010	2032-01-21（期限：10年）	3.60%至7.50%
招银理财混合策略FOF传承1号A	PB10765A	2022-01-14	2022-01-20	R3(稳健型)	柜台|可视柜台|网银专业版|网银大众版|手机|全球连线手机|全球连线网银	全行	Z7001622000010	2032-01-21（期限：10年）	3.60%至7.50%
交银理财稳享灵动慧利6个月3号	JY020245	2022-01-13	2022-01-18	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000921000390	2099-12-31（期限：28470天）	3.40%至4.10%
招银理财招睿日开六个月滚动增强2	110307	2022-01-13	2022-01-18	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000426	2032-01-19（期限：10年）	
信银理财固盈象固收稳健一年定开1号D	ZX020216	2022-01-13	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000727	2099-12-31（期限：28468天）	4.25%
信银理财固盈象固收稳健一年定开1号B	ZX020215	2022-01-13	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000727	2099-12-31（期限：28468天）	4.20%
信银理财固盈象固收稳健两年封闭式1号D	ZX010203	2022-01-13	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000722	2024-01-24（期限：733天）	4.60%
信银理财固盈象固收稳健两年封闭式1号B	ZX010202	2022-01-13	2022-01-20	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000722	2024-01-24（期限：733天）	4.55%
招银理财招睿金鼎十四月封闭8A	107908A	2022-01-12	2022-01-18	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000413	2023-03-19（期限：14月）	4.20%
建信理财睿鑫固收2022年第103期	JX010305	2022-01-12	2022-01-19	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000722000167	2025-01-15（期限：1091天）	5.20%
交银理财灵动聚利日开1号(365天)	JY040302	2022-01-12	2022-01-19	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000921000392	2099-12-31（期限：28469天）	
招银理财招睿增利A款38号A	660038A	2022-01-11	2022-01-17	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000342	2024-02-18（期限：25月）	4.65%
招银理财招智睿远平衡四十五期A	103237A	2022-01-11	2022-01-17	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000002	2023-07-18（期限：18月）	3.80%至6.50%
建信理财睿鑫18个月定开第2期	JX020209	2022-01-11	2022-01-18	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000721000823	2099-12-31（期限：28470天）	4.40%
建信理财嘉鑫固收2022年第24期	JX010239	2022-01-05	2022-01-12	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000721000937	2024-02-20（期限：768天）	4.70%
光大理财阳光金13M丰利5期D	GD010203	2022-01-05	2022-01-12	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001422000001	2023-02-13（期限：396天）	4.22%
招银理财颐养丰润二十五月封闭2C	100253C	2022-01-04	2022-01-10	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000001	2024-02-11（期限：25月）	4.65%
招银理财颐养丰润二十五月封闭2A	100253A	2022-01-04	2022-01-10	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001622000001	2024-02-11（期限：25月）	4.85%
招银理财招睿智远未来两年封闭2C	107722C	2021-12-31	2022-01-06	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000428	2024-01-07（期限：2年）	4.00%至6.00%
招银理财招睿智远未来两年封闭2A	107722A	2021-12-31	2022-01-06	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000428	2024-01-07（期限：2年）	4.30%至6.30%
信银理财同盈象固收稳健半年定开32号	ZX020214	2021-12-30	2022-01-05	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7002621000783	2099-12-31（期限：28483天）	3.40%至4.00%
招银理财招睿卓远一年半开13A	103725A	2021-12-29	2022-01-04	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000399	2032-07-05（期限：126月）	4.00%至5.20%
招银理财泓瑞全明星债基90天	100763	2021-12-29	2022-01-04	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000424	2032-01-05（期限：10年）	2.00%至8.00%
招银理财招睿增利精选33号A	660133A	2021-12-28	2022-01-04	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000315	2024-03-05（期限：26月）	4.60%
招银理财招睿金鼎十四月封闭7A	107907A	2021-12-28	2022-01-04	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000412	2023-03-05（期限：14月）	4.10%
招银理财全球动量十四月开12C	122061C	2021-12-28	2022-01-04	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000393	2032-01-05（期限：10年）	0.50%至7.30%
招银理财全球动量十四月开12A	122061A	2021-12-28	2022-01-04	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000393	2032-01-05（期限：10年）	1.00%至7.80%
交银理财稳享灵动慧利14个月5号B	JY020244	2021-12-27	2022-01-04	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7000921000361	2099-12-31（期限：28484天）	4.25%
招银理财招睿睿远稳进三年4C	103564C	2021-12-27	2022-01-04	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000423	2025-01-05（期限：3年）	4.85%至6.55%
招银理财招睿睿远稳进三年4A	103564A	2021-12-27	2022-01-04	R3(稳健型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000423	2025-01-05（期限：3年）	5.50%至7.20%
农银理财农银匠心每年开放第1期	NY020205	2021-12-27	2022-01-05	R2(谨慎型)	网银专业版|网银大众版|电话人工|手机|全球连线手机|全球连线网银|全球连线电话银行	全行	Z7001121000212	2032-01-06（期限：3652天）	4.15%
招银理财招睿增利A款36号A	660036A	2021-12-24	2021-12-30	R2(谨慎型)	网银专业版|网银大众版|手机|全球连线手机|全球连线网银|全球连线电话银行|托管网银	全行	Z7001621000340	2023-07-31（期限：19月）	4.30%
